,날짜,시가,고점,저점,종가,거래량,증감,종가-시가,최대-최소
137,"Jul08,2020",1494.32,1505.88,1485.63,1496.0,1249700.0,0,1.6800000000000637,20.25
138,"Jul09,2020",1506.45,1522.72,1488.08,1510.99,1423300.0,1,4.539999999999964,34.6400000000001
139,"Jul10,2020",1506.15,1543.83,1496.54,1541.74,1856300.0,1,35.58999999999992,47.289999999999964
140,"Jul13,2020",1550.0,1577.13,1505.24,1511.34,1846400.0,0,38.66000000000008,71.8900000000001
141,"Jul14,2020",1490.31,1522.95,1483.5,1520.58,1585000.0,0,30.269999999999982,39.450000000000045
142,"Jul15,2020",1523.13,1535.33,1498.0,1513.64,1610700.0,0,9.490000000000009,37.32999999999993
143,"Jul16,2020",1500.0,1518.69,1486.31,1518.0,1519300.0,0,18.0,32.38000000000011
144,"Jul17,2020",1521.62,1523.44,1498.42,1515.55,1456700.0,0,6.069999999999936,25.019999999999982
145,"Jul20,2020",1515.26,1570.29,1503.6,1565.72,1557300.0,1,50.460000000000036,66.69000000000005
146,"Jul21,2020",1586.99,1586.99,1554.28,1558.42,1218600.0,0,28.569999999999936,32.710000000000036
147,"Jul22,2020",1560.5,1570.0,1546.1,1568.49,932000.0,1,7.990000000000009,23.90000000000009
148,"Jul23,2020",1566.97,1571.87,1507.39,1515.68,1627600.0,0,51.289999999999964,64.47999999999979
149,"Jul24,2020",1498.93,1517.64,1488.4,1511.87,1544000.0,1,12.939999999999827,29.24000000000001
150,"Jul27,2020",1515.6,1540.97,1515.21,1530.2,1246000.0,0,14.600000000000136,25.75999999999999
151,"Jul28,2020",1525.18,1526.48,1497.66,1500.34,1702200.0,0,24.840000000000146,28.819999999999936
152,"Jul29,2020",1506.32,1531.25,1501.33,1522.02,1106500.0,0,15.700000000000045,29.920000000000073
153,"Jul30,2020",1497.0,1537.87,1492.22,1531.45,1671400.0,1,34.450000000000045,45.649999999999864
154,"Jul31,2020",1505.01,1508.95,1454.03,1482.96,3439900.0,1,22.049999999999955,54.92000000000007
155,"Aug03,2020",1486.64,1490.47,1465.64,1474.45,2330200.0,0,12.190000000000055,24.829999999999927
156,"Aug04,2020",1476.57,1485.56,1458.65,1464.97,1903500.0,0,11.599999999999909,26.909999999999854
157,"Aug05,2020",1469.3,1482.41,1463.46,1473.61,1979500.0,0,4.309999999999945,18.950000000000045
158,"Aug06,2020",1471.75,1502.39,1466.0,1500.1,1995400.0,1,28.34999999999991,36.3900000000001
159,"Aug07,2020",1500.0,1516.84,1481.64,1494.49,1576600.0,0,5.509999999999991,35.19999999999982
160,"Aug10,2020",1487.18,1504.07,1473.08,1496.1,1289300.0,0,8.919999999999845,30.99000000000001
161,"Aug11,2020",1492.44,1510.0,1478.0,1480.32,1454400.0,1,12.120000000000118,32.0
162,"Aug12,2020",1485.58,1512.39,1485.25,1506.62,1437700.0,0,21.039999999999964,27.1400000000001
163,"Aug13,2020",1510.34,1537.25,1508.01,1518.45,1455200.0,0,8.110000000000127,29.24000000000001
164,"Aug14,2020",1515.66,1521.9,1502.88,1507.73,1354800.0,1,7.930000000000064,19.019999999999982
165,"Aug17,2020",1514.67,1525.61,1507.97,1517.98,1378300.0,1,3.3099999999999454,17.639999999999873
166,"Aug18,2020",1526.18,1562.47,1523.71,1558.6,2027100.0,0,32.419999999999845,38.75999999999999
167,"Aug19,2020",1553.31,1573.68,1543.95,1547.53,1660600.0,0,5.779999999999973,29.730000000000018
168,"Aug20,2020",1543.45,1585.87,1538.2,1581.75,1706900.0,0,38.299999999999955,47.669999999999845
169,"Aug21,2020",1577.03,1597.72,1568.01,1580.42,1446500.0,1,3.3900000000001,29.710000000000036
170,"Aug24,2020",1593.98,1614.17,1580.57,1588.2,1409900.0,1,5.779999999999973,33.600000000000136
171,"Aug25,2020",1582.07,1611.62,1582.07,1608.22,2247100.0,1,26.15000000000009,29.549999999999955
172,"Aug26,2020",1608.0,1659.22,1603.6,1652.38,3993400.0,1,44.38000000000011,55.62000000000012
173,"Aug27,2020",1653.68,1655.0,1625.75,1634.33,1861600.0,0,19.350000000000136,29.25
174,"Aug28,2020",1633.49,1647.17,1630.75,1644.41,1499800.0,0,10.920000000000073,16.420000000000073
175,"Aug31,2020",1647.89,1647.96,1630.31,1634.18,1823400.0,0,13.710000000000036,17.65000000000009
176,"Sep01,2020",1636.63,1665.73,1632.22,1660.71,1826700.0,1,24.079999999999927,33.50999999999999
177,"Sep02,2020",1673.78,1733.18,1666.33,1728.28,2511200.0,0,54.5,66.85000000000014
178,"Sep03,2020",1709.71,1709.71,1615.06,1641.84,3107800.0,1,67.87000000000012,94.65000000000009
179,"Sep04,2020",1624.26,1645.11,1547.61,1591.04,2608600.0,0,33.22000000000003,97.5
180,"Sep08,2020",1533.51,1563.86,1528.01,1532.39,2610900.0,1,1.1199999999998909,35.84999999999991
181,"Sep09,2020",1557.53,1569.0,1536.05,1556.96,1774700.0,0,0.5699999999999363,32.950000000000045
182,"Sep10,2020",1560.64,1584.08,1525.81,1532.02,1618600.0,1,28.62000000000012,58.26999999999998
183,"Sep11,2020",1536.0,1575.2,1497.36,1520.72,1597100.0,0,15.279999999999973,77.84000000000015
184,"Sep14,2020",1539.01,1564.0,1515.74,1519.28,1696600.0,0,19.730000000000018,48.25999999999999
185,"Sep15,2020",1536.0,1559.57,1531.83,1541.44,1331100.0,1,5.440000000000055,27.74000000000001
186,"Sep16,2020",1555.54,1562.0,1519.82,1520.9,1311700.0,0,34.63999999999987,42.180000000000064
187,"Sep17,2020",1496.0,1508.3,1470.0,1495.53,1879800.0,1,0.4700000000000273,38.299999999999955
188,"Sep18,2020",1498.01,1503.0,1437.13,1459.99,3103900.0,0,38.01999999999998,65.86999999999989
189,"Sep21,2020",1440.06,1448.36,1406.55,1431.16,2888800.0,1,8.899999999999864,41.809999999999945
190,"Sep22,2020",1450.09,1469.52,1434.53,1465.46,1583200.0,1,15.370000000000118,34.99000000000001
191,"Sep23,2020",1458.78,1460.96,1407.7,1415.21,1657400.0,0,43.569999999999936,53.25999999999999
192,"Sep24,2020",1411.03,1443.71,1409.85,1428.29,1450200.0,0,17.25999999999999,33.86000000000013
193,"Sep25,2020",1432.63,1450.0,1413.34,1444.96,1323000.0,0,12.329999999999927,36.66000000000008
194,"Sep28,2020",1474.21,1476.8,1449.3,1464.52,2007900.0,1,9.690000000000055,27.5
195,"Sep29,2020",1470.39,1476.66,1458.81,1469.33,978200.0,0,1.0600000000001728,17.850000000000136
196,"Sep30,2020",1466.8,1489.75,1459.88,1469.6,1700600.0,1,2.7999999999999545,29.86999999999989
197,"Oct01,2020",1484.27,1499.04,1479.21,1490.09,1779500.0,1,5.819999999999936,19.829999999999927
198,"Oct02,2020",1462.03,1483.2,1450.92,1458.42,1284100.0,0,3.6099999999999,32.27999999999997
199,"Oct05,2020",1466.21,1488.21,1464.27,1486.02,1113300.0,0,19.809999999999945,23.940000000000055
200,"Oct06,2020",1475.58,1486.76,1448.59,1453.44,1245400.0,0,22.139999999999873,38.17000000000007
201,"Oct07,2020",1464.29,1468.96,1436.0,1460.29,1746200.0,1,4.0,32.960000000000036
202,"Oct08,2020",1465.09,1490.0,1465.09,1485.93,1187800.0,0,20.840000000000146,24.910000000000082
203,"Oct09,2020",1494.7,1516.52,1489.45,1515.22,1435300.0,1,20.519999999999982,27.069999999999936
204,"Oct12,2020",1543.0,1593.86,1532.57,1569.15,2482600.0,0,26.15000000000009,61.289999999999964
205,"Oct13,2020",1583.73,1590.0,1563.2,1571.68,1601000.0,0,12.049999999999955,26.799999999999955
206,"Oct14,2020",1578.59,1587.68,1550.53,1568.08,1931000.0,1,10.509999999999991,37.15000000000009
207,"Oct15,2020",1547.15,1575.1,1545.03,1559.13,1540000.0,1,11.980000000000018,30.069999999999936
208,"Oct16,2020",1565.85,1581.13,1563.0,1573.01,1434700.0,1,7.160000000000082,18.13000000000011
209,"Oct19,2020",1580.46,1588.15,1528.0,1534.61,1607100.0,1,45.850000000000136,60.15000000000009
210,"Oct20,2020",1527.05,1577.5,1525.67,1555.93,2241700.0,1,28.88000000000011,51.82999999999993
211,"Oct21,2020",1573.33,1618.73,1571.63,1593.31,2568300.0,1,19.980000000000018,47.09999999999991
212,"Oct22,2020",1593.05,1621.99,1585.0,1615.33,1433600.0,0,22.279999999999973,36.99000000000001
213,"Oct23,2020",1626.07,1642.36,1620.51,1641.0,1375800.0,0,14.930000000000064,21.84999999999991
214,"Oct26,2020",1625.01,1638.24,1576.5,1590.45,1853300.0,0,34.559999999999945,61.74000000000001
215,"Oct27,2020",1595.67,1606.84,1582.78,1604.26,1229000.0,0,8.589999999999918,24.059999999999945
216,"Oct28,2020",1559.74,1561.35,1514.62,1516.62,1834000.0,0,43.12000000000012,46.73000000000002
217,"Oct29,2020",1522.36,1593.71,1522.24,1567.24,2003100.0,1,44.88000000000011,71.47000000000003
218,"Oct30,2020",1672.11,1687.0,1604.46,1621.01,4329100.0,0,51.09999999999991,82.53999999999996
219,"Nov02,2020",1628.16,1660.77,1616.03,1626.03,2535400.0,0,2.130000000000109,44.74000000000001
220,"Nov03,2020",1631.78,1661.7,1616.62,1650.21,1661700.0,0,18.430000000000064,45.080000000000155
221,"Nov04,2020",1710.28,1771.36,1706.03,1749.13,3570900.0,1,38.850000000000136,65.32999999999993
222,"Nov05,2020",1781.0,1793.64,1750.51,1763.37,2065800.0,1,17.63000000000011,43.13000000000011
223,"Nov06,2020",1753.95,1772.43,1740.35,1761.75,1660900.0,0,7.7999999999999545,32.080000000000155
224,"Nov09,2020",1790.9,1818.06,1760.02,1763.0,2268300.0,1,27.90000000000009,58.039999999999964
225,"Nov10,2020",1731.09,1763.0,1717.3,1740.39,2636100.0,0,9.300000000000182,45.700000000000045
226,"Nov11,2020",1750.0,1764.22,1747.36,1752.71,1264000.0,1,2.7100000000000364,16.860000000000127
227,"Nov12,2020",1747.63,1768.27,1745.6,1749.84,1247500.0,0,2.209999999999809,22.670000000000073
228,"Nov13,2020",1757.63,1781.04,1744.55,1777.02,1499900.0,0,19.389999999999873,36.49000000000001
229,"Nov16,2020",1771.7,1799.07,1767.69,1781.38,1246800.0,1,9.680000000000064,31.37999999999988
230,"Nov17,2020",1776.94,1785.0,1767.0,1770.15,1147100.0,1,6.789999999999964,18.0
231,"Nov18,2020",1765.23,1773.47,1746.14,1746.78,1173500.0,1,18.450000000000045,27.329999999999927
